name,note,Alias,Source,PlateLayout,Ignore,Parent1,Parent2,Group,rQTLgroup,Background,MAT,GenotypeFile,ho-,HYG+,G418+,leu-,lys-,met-,ura-
AE01fc140,,FS140; WExNA_40,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc141,,FS141; WExNA_41,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc142,,FS142; WExNA_42,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc143,,FS143; WExNA_43,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc144,,FS144; WExNA_44,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc145,,FS145; WExNA_45,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc146,,FS146; WExNA_46,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc147,,FS147; WExNA_47,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc148,,FS148; WExNA_48,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc149,,FS149; WExNA_49,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc150,,FS150; WExNA_50,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc151,,FS151; WExNA_51,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc152,,FS152; WExNA_52,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc153,,FS153; WExNA_53,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc154,,FS154; WExNA_54,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc155,,FS155; WExNA_55,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc156,,FS156; WExNA_56,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc157,,FS157; WExNA_57,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc158,,FS158; WExNA_58,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc159,,FS159; WExNA_59,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc160,,FS160; WExNA_60,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc161,,FS161; WExNA_61,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc162,,FS162; WExNA_62,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc163,,FS163; WExNA_63,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc164,,FS164; WExNA_64,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc165,,FS165; WExNA_65,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc166,,FS166; WExNA_66,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc167,,FS167; WExNA_67,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc168,,FS168; WExNA_68,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc169,,FS169; WExNA_69,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc170,,FS170; WExNA_70,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc171,,FS171; WExNA_71,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc172,,FS172; WExNA_72,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc173,,FS173; WExNA_73,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc174,,FS174; WExNA_74,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc175,,FS175; WExNA_75,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc176,,FS176; WExNA_76,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc177,,FS177; WExNA_77,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc178,,FS178; WExNA_78,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc179,,FS179; WExNA_79,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc180,,FS180; WExNA_80,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc181,,FS181; WExNA_81,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc182,,FS182; WExNA_82,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc183,,FS183; WExNA_83,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc184,,FS184; WExNA_84,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc185,,FS185; WExNA_85,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc186,,FS186; WExNA_86,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc187,,FS187; WExNA_87,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc188,,FS188; WExNA_88,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc189,,FS189; WExNA_89,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc190,,FS190; WExNA_90,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc191,,FS191; WExNA_91,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc192,,FS192; WExNA_92,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc193,,FS193; WExNA_93,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc194,,FS194; WExNA_94,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc195,,FS195; WExNA_95,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,a,01fc genotypes.csv,1,1,1,1,1,1,1
AE01fc196,,FS196; WExNA_96,AaxEb,AS+AE01fc 384,FALSE,Aa,Eb,1,AE01fc,AE,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc201,,FS201; WAxNA_01,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc202,,FS202; WAxNA_02,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc203,,FS203; WAxNA_03,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc204,,FS204; WAxNA_04,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc205,,FS205; WAxNA_05,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc206,,FS206; WAxNA_06,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc207,,FS207; WAxNA_07,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc208,,FS208; WAxNA_08,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc209,Sequenced,FS209; WAxNA_09,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc210,Sequenced,FS210; WAxNA_10,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc211,Sequenced,FS211; WAxNA_11,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc212,Sequenced,FS212; WAxNA_12,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc213,Sequenced,FS213; WAxNA_13,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc214,Sequenced,FS214; WAxNA_14,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc215,Sequenced,FS215; WAxNA_15,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc216,Sequenced,FS216; WAxNA_16,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc217,Sequenced,FS217; WAxNA_17,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc218,Sequenced,FS218; WAxNA_18,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc219,Sequenced,FS219; WAxNA_19,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc220,Sequenced,FS220; WAxNA_20,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc221,Sequenced,FS221; WAxNA_21,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc222,Sequenced,FS222; WAxNA_22,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc223,Sequenced,FS223; WAxNA_23,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc224,Sequenced,FS224; WAxNA_24,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc225,Petite,FS225; WAxNA_25,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc226,Petite,FS226; WAxNA_26,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc227,Petite,FS227; WAxNA_27,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc228,Petite,FS228; WAxNA_28,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc229,,FS229; WAxNA_29,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc230,,FS230; WAxNA_30,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc231,,FS231; WAxNA_31,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc232,,FS232; WAxNA_32,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc233,Likely not a true tetrad,FS233; WAxNA_33,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc234,Likely not a true tetrad,FS234; WAxNA_34,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc235,Likely not a true tetrad,FS235; WAxNA_35,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc236,Likely not a true tetrad,FS236; WAxNA_36,AaxWb,AW+ES01fc 384,TRUE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc237,,FS237; WAxNA_37,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc238,,FS238; WAxNA_38,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc239,,FS239; WAxNA_39,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc240,,FS240; WAxNA_40,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc241,,FS241; WAxNA_41,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc242,,FS242; WAxNA_42,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc243,,FS243; WAxNA_43,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc244,,FS244; WAxNA_44,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc245,,FS245; WAxNA_45,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc246,,FS246; WAxNA_46,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc247,,FS247; WAxNA_47,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc248,,FS248; WAxNA_48,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc249,,FS249; WAxNA_49,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc250,,FS250; WAxNA_50,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc251,,FS251; WAxNA_51,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc252,,FS252; WAxNA_52,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc253,,FS253; WAxNA_53,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc254,,FS254; WAxNA_54,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc255,,FS255; WAxNA_55,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc256,,FS256; WAxNA_56,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc257,,FS257; WAxNA_57,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc258,,FS258; WAxNA_58,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc259,,FS259; WAxNA_59,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc260,,FS260; WAxNA_60,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc261,,FS261; WAxNA_61,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc262,,FS262; WAxNA_62,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc263,,FS263; WAxNA_63,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc264,,FS264; WAxNA_64,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc265,,FS265; WAxNA_65,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc266,,FS266; WAxNA_66,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc267,,FS267; WAxNA_67,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc268,,FS268; WAxNA_68,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc269,,FS269; WAxNA_69,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc270,,FS270; WAxNA_70,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc271,,FS271; WAxNA_71,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc272,,FS272; WAxNA_72,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc273,Elevated LOH (Loss of Heterozygosity),FS273; WAxNA_73,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc274,Elevated LOH (Loss of Heterozygosity),FS274; WAxNA_74,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc275,Elevated LOH (Loss of Heterozygosity),FS275; WAxNA_75,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc276,Elevated LOH (Loss of Heterozygosity),FS276; WAxNA_76,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc277,,FS277; WAxNA_77,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc278,,FS278; WAxNA_78,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc279,,FS279; WAxNA_79,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc280,,FS280; WAxNA_80,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc281,,FS281; WAxNA_81,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc282,,FS282; WAxNA_82,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc283,,FS283; WAxNA_83,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc284,,FS284; WAxNA_84,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc285,,FS285; WAxNA_85,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc286,,FS286; WAxNA_86,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc287,,FS287; WAxNA_87,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc288,,FS288; WAxNA_88,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc289,,FS289; WAxNA_89,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc290,,FS290; WAxNA_90,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc291,,FS291; WAxNA_91,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc292,,FS292; WAxNA_92,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc293,,FS293; WAxNA_93,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc294,,FS294; WAxNA_94,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc295,,FS295; WAxNA_95,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
AW01fc296,,FS296; WAxNA_96,AaxWb,AW+ES01fc 384,FALSE,Aa,Wb,2,AW01fc,AW,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc301,,FS301; WExSA_01,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc302,,FS302; WExSA_02,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc303,,FS303; WExSA_03,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
